GT	gemma2-9b-Q8	llama3.1-8b-Q8	mistral-nemo-12b-Q8	phi3-8b-medium-Q8	qwen2-7b-Q8	Llama3.1 ft v1	Llama3.1 ft v2
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-77	CWE-78	CWE-78	CWE-78	CWE-89	CWE-78	CWE-78	CWE-77
CWE-125	CWE-120	CWE-119	CWE-121	CWE-119	CWE-125	CWE-125	CWE-119
CWE-200	CWE-522	CWE-200	CWE-200	CWE-200	CWE-200	CWE-200	CWE-200
CWE-434	CWE-787	CWE-78	CWE-434	CWE-231	CWE-754	CWE-434	CWE-94
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-20	CWE-732	CWE-20	CWE-20	CWE-20	CWE-601	CWE-20	CWE-20
CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-73
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-494	CWE-98	CWE-426	CWE-494	CWE-22	CWE-22	CWE-20	CWE-22
CWE-125	CWE-787	CWE-119	CWE-700	CWE-501	CWE-125	CWE-125	CWE-119
CWE-362	CWE-367	CWE-665	CWE-367	CWE-369	CWE-369	CWE-362	CWE-665
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-440	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-476	CWE-287	CWE-119	CWE-532	CWE-534	CWE-765	CWE-732	CWE-119
CWE-476	CWE-416	CWE-476	CWE-476	CWE-412	CWE-125	CWE-476	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502
CWE-404	CWE-79	CWE-400	CWE-400	CWE-120	CWE-400	CWE-400	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-601	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-96
CWE-352	CWE-352	CWE-352	CWE-352	CWE-354	CWE-352	CWE-352	CWE-352
CWE-269	CWE-78	CWE-77	CWE-863	CWE-20	CWE-308	CWE-94	"<|begin_of_text|><|im_start|>system
Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.<|im_end|>
<|im_start|>user
Dell Display Manager application, version 2.1.1.17, contains a vulnerability that low privilege user can execute malicious code during installation and uninstallation<|im_end|>
<|im_start||>cwe-94: Improper Input Validation<|im_end|>"
CWE-94	CWE-79	CWE-94	CWE-94	CWE-20	CWE-78	CWE-94	CWE-94
CWE-121	CWE-120	CWE-120	CWE-121	CWE-120	CWE-120	CWE-119	CWE-120
CWE-787	CWE-120	CWE-119	CWE-121	CWE-119	CWE-120	CWE-119	CWE-119
CWE-125	CWE-120	CWE-119	CWE-125	CWE-125	CWE-125	CWE-125	CWE-119
CWE-77	CWE-78	CWE-78	CWE-94	CWE-20	CWE-78	CWE-78	CWE-78
CWE-369	CWE-787	CWE-119	CWE-190	CWE-315	CWE-190	CWE-125	CWE-703
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-119	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-119
CWE-362	CWE-367	CWE-426	CWE-362	CWE-82	CWE-369	CWE-362	CWE-362
CWE-401	CWE-416	CWE-401	CWE-415	CWE-419	CWE-409	CWE-119	CWE-401
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-119	CWE-121
CWE-862	CWE-287	CWE-284	CWE-200	CWE-20	CWE-862	CWE-732	CWE-284
CWE-284	CWE-287	CWE-284	CWE-306	CWE-20	CWE-284	CWE-284	CWE-284
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-668	CWE-732	CWE-22	CWE-93	CWE-310	CWE-601	CWE-22	CWE-22
CWE-284	CWE-287	CWE-284	CWE-89	CWE-284	CWE-862	CWE-284	CWE-284
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-434	CWE-434	CWE-434	CWE-434	CWE-23	CWE-494	CWE-434	CWE-434
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-295	CWE-798	CWE-306	CWE-494	CWE-89	CWE-284	CWE-284	CWE-22
CWE-190	CWE-120	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-190	CWE-190	CWE-190	CWE-190		CWE-190	CWE-190	CWE-190
CWE-89	CWE-99	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-862	CWE-287	CWE-285	CWE-306		CWE-862	CWE-285	CWE-285
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-126	CWE-119	CWE-121
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-89	CWE-79		CWE-79	CWE-79	CWE-79
CWE-94	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-862	CWE-264	CWE-269	CWE-264	CWE-231	CWE-862	CWE-732	CWE-693
CWE-613	CWE-306	CWE-613	CWE-306	CWE-78	CWE-352	CWE-287	CWE-384
CWE-369	CWE-190	CWE-119	CWE-754	CWE-315	CWE-190	CWE-187	CWE-1663
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-190	CWE-119	CWE-121
CWE-862	CWE-287	CWE-306	CWE-863	CWE-901	CWE-862	CWE-284	CWE-284
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-94	CWE-79	CWE-94	CWE-94	CWE-89	CWE-94	CWE-94	CWE-94
CWE-639	CWE-798	CWE-269	CWE-648	CWE-207	CWE-601	CWE-863	CWE-601
CWE-787	CWE-120	CWE-121	CWE-121	CWE-121	CWE-762	CWE-119	CWE-121
CWE-427	CWE-78	CWE-428	CWE-427	CWE-20	CWE-259	CWE-427	CWE-428
CWE-311	CWE-330	CWE-312	CWE-319	CWE-319	CWE-319	CWE-311	CWE-311
CWE-79	CWE-79	CWE-79		CWE-79	CWE-79	CWE-79	CWE-79
CWE-284	CWE-287	CWE-285	CWE-284	CWE-263	CWE-284	CWE-863	CWE-285
CWE-352	CWE-352	CWE-79	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-77	CWE-78	CWE-94	CWE-94	CWE-89	CWE-78	CWE-78	CWE-94
CWE-434	CWE-434	CWE-434		CWE-20	CWE-433	CWE-434	CWE-434
CWE-89	CWE-99	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-687	CWE-79	CWE-79
CWE-120	CWE-120	CWE-119	CWE-121	CWE-120	CWE-120	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-94	CWE-79	CWE-94	CWE-94	CWE-89	CWE-78	CWE-94	CWE-94
CWE-787	CWE-134	CWE-119	CWE-787	CWE-689	CWE-126	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79		CWE-79	CWE-79	CWE-79
CWE-611	CWE-69	CWE-611	CWE-611	CWE-346	CWE-617	CWE-611	CWE-611
CWE-352	CWE-352	CWE-79	CWE-352	CWE-79	CWE-601	CWE-79	CWE-352
CWE-79	CWE-75	CWE-20	CWE-20	CWE-79	CWE-601	CWE-79	CWE-79
CWE-862	CWE-287	CWE-306		CWE-357	CWE-644	CWE-200	CWE-200
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-121	CWE-121
CWE-416	CWE-399	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-401	CWE-119	CWE-415	CWE-120	CWE-190	CWE-119	CWE-119
CWE-401	CWE-416	CWE-401	CWE-415	CWE-416	CWE-401	CWE-401	CWE-401
CWE-89	CWE-94	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-502	CWE-502	CWE-502	CWE-502	CWE-503	CWE-502	CWE-502	CWE-502
CWE-119	CWE-120	CWE-119	CWE-121	CWE-120	CWE-120	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79		CWE-79	CWE-79	CWE-79
CWE-94	CWE-20	CWE-94	CWE-94	CWE-20	CWE-295	CWE-20	CWE-94
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-672	CWE-78	CWE-400	CWE-400	CWE-369	CWE-400	CWE-400	CWE-400
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-404	CWE-400	CWE-400	CWE-399	CWE-20	CWE-438	CWE-400	CWE-400
CWE-502	CWE-502	CWE-94	CWE-502	CWE-20	CWE-908	CWE-94	CWE-502
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-306	CWE-287	CWE-306	CWE-284	CWE-259	CWE-798	CWE-200	CWE-319
CWE-77	CWE-787	CWE-94	CWE-94	CWE-20	CWE-787	CWE-20	CWE-94
CWE-787	CWE-399	CWE-121	CWE-121	CWE-119	CWE-120	CWE-119	CWE-122
CWE-404	CWE-20	CWE-400	CWE-400	CWE-20	CWE-438	CWE-400	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-645	CWE-79	CWE-79
CWE-273	CWE-367	CWE-416	CWE-476	CWE-762	CWE-672	CWE-119	CWE-119
CWE-119	CWE-120	CWE-119	CWE-121	CWE-120	CWE-125	CWE-119	CWE-119
CWE-89	CWE-200	CWE-200	CWE-200	CWE-20	CWE-200	CWE-20	CWE-200
CWE-94	CWE-79	CWE-94	CWE-94	CWE-20	CWE-94	CWE-78	CWE-94
CWE-125	CWE-120	CWE-119	CWE-125	CWE-125	CWE-125	CWE-125	CWE-119
CWE-79	CWE-75	CWE-20	CWE-20	CWE-79	CWE-79	CWE-20	CWE-79
CWE-306	CWE-287	CWE-306	CWE-284	CWE-250	CWE-307	CWE-306	CWE-284
CWE-787	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-119	CWE-121
CWE-346	CWE-352	CWE-601	CWE-345	CWE-20	CWE-601	CWE-601	CWE-601
CWE-787	CWE-416	CWE-401	CWE-121	CWE-120	CWE-190	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-319	CWE-643	CWE-79	CWE-94
CWE-193	CWE-120	CWE-119	CWE-190	CWE-248	CWE-125	CWE-119	CWE-119
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-642	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-116	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-352	CWE-693	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-1021	CWE-107	CWE-11	CWE-1038	CWE-80	CWE-327	CWE-11	CWE-11
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-79	CWE-79	CWE-79	CWE-79	CWE-365	CWE-601	CWE-79	CWE-79
CWE-191	CWE-190	CWE-190	CWE-190	CWE-67	CWE-190	CWE-190	CWE-190
CWE-252	CWE-20	CWE-20	CWE-787	CWE-373	CWE-672	CWE-20	CWE-20
CWE-434	CWE-20	CWE-434	CWE-434	CWE-23	CWE-494	CWE-434	CWE-434
CWE-668	CWE-120	CWE-119	CWE-20	CWE-120	CWE-209	CWE-119	CWE-119
CWE-287	CWE-287	CWE-287	CWE-384	CWE-257	CWE-307	CWE-287	CWE-287
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-120	CWE-121	CWE-121	CWE-120	CWE-190	CWE-119	CWE-121
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-798	CWE-798	CWE-287	CWE-256	CWE-250	CWE-798	CWE-798	CWE-287
CWE-862	CWE-287	CWE-284	CWE-284	CWE-20	CWE-862	CWE-284	CWE-284
CWE-755	CWE-330	CWE-319	CWE-119	CWE-20	CWE-895	CWE-306	CWE-340
CWE-24	CWE-476	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-326	CWE-522	CWE-78		CWE-250	CWE-798	CWE-798	CWE-94
CWE-601	CWE-79	CWE-93	CWE-43	CWE-315	CWE-434	CWE-20	CWE-113
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-416	CWE-416	CWE-416	CWE-415	CWE-419	CWE-416	CWE-416	CWE-416
CWE-787	CWE-120	CWE-121	CWE-415	CWE-120	CWE-762	CWE-119	CWE-121
CWE-276	CWE-287	CWE-276	CWE-269	CWE-20	CWE-668	CWE-732	CWE-732
CWE-668	CWE-200	CWE-319	CWE-532	CWE-319	CWE-295	CWE-200	CWE-200
CWE-79	CWE-79	CWE-20	CWE-79	CWE-79	CWE-119	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-613	CWE-306	CWE-306	CWE-306	CWE-78	CWE-352	CWE-287	CWE-384
CWE-119	CWE-120	CWE-119	CWE-121	CWE-120	CWE-120	CWE-119	CWE-119
CWE-835	CWE-125	CWE-835	CWE-401	CWE-120	CWE-416	CWE-835	CWE-400
CWE-918	CWE-79	CWE-918	CWE-20	CWE-20	CWE-120	CWE-20	CWE-601
CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22	CWE-22
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79		CWE-79	CWE-79	CWE-79
CWE-787	CWE-399	CWE-119	CWE-415	CWE-68	CWE-787	CWE-119	CWE-119
CWE-918	CWE-918	CWE-918	CWE-918	CWE-20	CWE-611	CWE-918	CWE-121
CWE-918	CWE-918	CWE-918	CWE-918	CWE-419	CWE-611	CWE-918	CWE-400
CWE-352	CWE-352	CWE-352	CWE-352	CWE-307	CWE-352	CWE-352	CWE-352
CWE-787	CWE-120	CWE-121	CWE-415	CWE-120	CWE-762	CWE-119	CWE-121
CWE-352	CWE-352	CWE-352	CWE-352	CWE-354	CWE-611	CWE-352	CWE-352
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-401	CWE-416	CWE-401	CWE-415	CWE-491	CWE-476	CWE-401	CWE-401
CWE-120	CWE-120	CWE-120	CWE-121	CWE-120	CWE-787	CWE-119	CWE-121
CWE-59	CWE-798	CWE-269	CWE-269	CWE-289	CWE-287	CWE-601	CWE-22
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-121	CWE-121
CWE-78	CWE-78	CWE-77	CWE-78	CWE-78	CWE-78	CWE-78	CWE-77
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-416	CWE-416	CWE-416	CWE-416	CWE-417	CWE-416	CWE-416	CWE-416
CWE-307	CWE-319	CWE-307		CWE-257	CWE-307	CWE-307	CWE-287
CWE-78	CWE-78	CWE-78	CWE-94	CWE-89	CWE-78	CWE-78	CWE-78
CWE-77	CWE-79	CWE-94	CWE-74	CWE-23	CWE-78	CWE-78	CWE-94
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-434	CWE-434	CWE-434	CWE-434	CWE-23	CWE-113	CWE-434	CWE-434
CWE-416	CWE-416	CWE-416	CWE-416	CWE-102	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-96	CWE-79	CWE-79	CWE-79	CWE-79	CWE-676
CWE-502	CWE-98	CWE-502	CWE-502	CWE-089	CWE-502	CWE-94	CWE-502
CWE-121	CWE-120	CWE-121		CWE-120	CWE-120	CWE-119	CWE-119
CWE-427	CWE-476	CWE-426	CWE-426	CWE-146	CWE-422	CWE-426	CWE-94
CWE-122	CWE-120	CWE-120	CWE-121	CWE-120	CWE-120	CWE-119	CWE-120
CWE-121	CWE-120	CWE-121		CWE-120	CWE-120	CWE-119	CWE-121
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-862	CWE-287	CWE-285	CWE-269	CWE-20	CWE-664	CWE-284	CWE-602
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-77	CWE-89	CWE-89	CWE-86	CWE-89	CWE-89	CWE-89	CWE-94
CWE-404	CWE-400	CWE-400	CWE-400	CWE-20	CWE-681	CWE-400	CWE-400
CWE-209	CWE-200	CWE-209		CWE-319	CWE-209	CWE-200	CWE-209
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-120	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-119	CWE-121
CWE-352	CWE-79	CWE-79	CWE-352	CWE-79	CWE-307	CWE-352	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-287	CWE-312	CWE-306	CWE-615	CWE-618	CWE-615	CWE-287	CWE-287
CWE-78	CWE-78	CWE-78	CWE-78	CWE-89	CWE-78	CWE-78	CWE-78
CWE-74	CWE-798	CWE-200	CWE-20	CWE-20	CWE-200	CWE-200	CWE-94
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-787	CWE-119	CWE-121	CWE-120	CWE-126	CWE-119	CWE-119
CWE-862	CWE-287	CWE-285	CWE-285	CWE-285	CWE-285	CWE-284	CWE-284
CWE-327	CWE-330	CWE-327	CWE-326	CWE-310	CWE-327	CWE-327	CWE-327
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-89	CWE-99	CWE-90	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-20	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-601	CWE-20	CWE-601	CWE-79	CWE-94
CWE-862	CWE-287	CWE-306	CWE-306	CWE-284	CWE-284	CWE-287	CWE-284
CWE-79	CWE-79	CWE-79	CWE-79	CWE-78	CWE-79	CWE-79	CWE-79
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-787	CWE-401	CWE-122	CWE-121	CWE-20	CWE-787	CWE-122	CWE-119
CWE-79	CWE-798	CWE-79	CWE-611	CWE-315	CWE-502	CWE-79	CWE-918
CWE-521	CWE-798	CWE-287	CWE-255	CWE-250	CWE-798	CWE-521	CWE-257
CWE-843	CWE-135	CWE-119	CWE-476	CWE-134	CWE-123	CWE-426	CWE-476
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-79	CWE-94
CWE-290	CWE-787	CWE-345	CWE-20	CWE-23	CWE-295	CWE-20	CWE-22
CWE-798	CWE-798	CWE-798	CWE-306	CWE-250	CWE-287	CWE-798	CWE-798
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-502	CWE-999	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-190	CWE-119	CWE-121
CWE-79	CWE-79	CWE-94	CWE-79	CWE-79		CWE-79	CWE-94
CWE-89	CWE-89	CWE-74	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-352	CWE-352	CWE-352	CWE-352	CWE-354	CWE-352	CWE-352	CWE-352
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-434	CWE-75	CWE-434	CWE-93	CWE-94	CWE-494	CWE-20	CWE-434
CWE-74	CWE-89	CWE-20	CWE-89	CWE-89	CWE-89	CWE-78	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79		CWE-79	CWE-79	CWE-79
CWE-59	CWE-798	CWE-269	CWE-269	CWE-289	CWE-287	CWE-269	CWE-269
CWE-863	CWE-798	CWE-269	CWE-269	CWE-259	CWE-78	CWE-732	CWE-732
CWE-416	CWE-416	CWE-416	CWE-415	CWE-419	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-552	CWE-22	CWE-22	CWE-22	CWE-310	CWE-22	CWE-20	CWE-22
CWE-284	CWE-287	CWE-306	CWE-639	CWE-287	CWE-862	CWE-863	CWE-284
CWE-79	CWE-79	CWE-20	CWE-79	CWE-79	CWE-601	CWE-79	CWE-79
CWE-798	CWE-798	CWE-798	CWE-256	CWE-250	CWE-522	CWE-798	CWE-384
CWE-306	CWE-798	CWE-306	CWE-287	CWE-357	CWE-306	CWE-384	CWE-287
CWE-787	CWE-120	CWE-119	CWE-121	CWE-119	CWE-122	CWE-119	CWE-122
CWE-416	CWE-416	CWE-416	CWE-416	CWE-100	CWE-416	CWE-416	CWE-416
CWE-770	CWE-127	CWE-119	CWE-122	CWE-120	CWE-126	CWE-119	CWE-119
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-125	CWE-120	CWE-119	CWE-787	CWE-134	CWE-126	CWE-125	CWE-119
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-77	CWE-78	CWE-78	CWE-78	CWE-89	CWE-78	CWE-78	CWE-94
CWE-89	CWE-287	CWE-287	CWE-287	CWE-20		CWE-287	CWE-287
CWE-787	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-119	CWE-121
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-532	CWE-519	CWE-200	CWE-532	CWE-250	CWE-200	CWE-200	CWE-259
CWE-209	CWE-367	CWE-200	CWE-205	CWE-20	CWE-209	CWE-20	CWE-200
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-119	CWE-121
CWE-203	CWE-327	CWE-310	CWE-327	CWE-320	CWE-209	CWE-200	CWE-345
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-732	CWE-754	CWE-732	CWE-732	CWE-20	CWE-732	CWE-732	CWE-732
CWE-20	CWE-284	CWE-400	CWE-400	CWE-317	CWE-794	CWE-20	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-525	CWE-754	CWE-276	CWE-538	CWE-73	CWE-22	CWE-200	CWE-319
CWE-787	CWE-119	CWE-20	CWE-119	CWE-120	CWE-190	CWE-20	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79		CWE-79	CWE-79	CWE-79
CWE-476	CWE-476	CWE-476	CWE-476	CWE-428	CWE-476	CWE-476	CWE-476
CWE-287	CWE-287	CWE-287	CWE-287	CWE-257	CWE-862	CWE-287	CWE-287
CWE-434	CWE-75	CWE-78	CWE-434	CWE-89	CWE-494	CWE-434	CWE-434
CWE-787	CWE-415	CWE-119	CWE-121	CWE-120	CWE-126	CWE-119	CWE-119
CWE-125	CWE-120	CWE-119	CWE-121	CWE-129	CWE-125	CWE-119	CWE-119
CWE-79	CWE-79	CWE-89	CWE-79	CWE-79	CWE-643	CWE-79	CWE-94
CWE-787	CWE-416	CWE-121	CWE-121	CWE-120	CWE-120	CWE-122	CWE-121
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-476	CWE-48	CWE-476	CWE-476	CWE-429	CWE-476	CWE-476	CWE-476
CWE-287	CWE-591	CWE-285	CWE-287	CWE-285	CWE-598	CWE-287	CWE-285
CWE-404	CWE-490	CWE-400	CWE-400	CWE-120	CWE-400	CWE-400	CWE-400
CWE-78	CWE-79	CWE-78	CWE-78	CWE-22	CWE-78	CWE-77	CWE-78
CWE-601	CWE-306	CWE-345	CWE-676	CWE-315	CWE-617	CWE-601	CWE-601
CWE-121	CWE-120	CWE-121		CWE-120	CWE-120	CWE-119	CWE-121
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-415	CWE-416	CWE-416
CWE-502	CWE-999	CWE-502	CWE-502	CWE-20	CWE-502	CWE-502	CWE-502
CWE-918	CWE-918	CWE-918	CWE-638	CWE-356	CWE-611	CWE-918	CWE-918
CWE-22	CWE-20	CWE-22	CWE-22	CWE-679	CWE-22	CWE-22	CWE-22
CWE-404	CWE-490	CWE-400	CWE-134	CWE-129	CWE-438	CWE-400	CWE-400
CWE-415	CWE-416	CWE-415	CWE-415	CWE-416	CWE-489	CWE-416	CWE-416
